name,brand,category,price,original_price,rating,reviews_count,url,discount_percentage,demand_proxy,price_per_rating,log_price,log_demand,log_reviews,optimal_price,price_uplift_pct,brand_encoded,category_encoded,cluster
Realme Tablets 37,Realme,tablets,37428.13,46248.26,4.0,4288,https://example.com/product/37,19.07,17152.0,9128.812195121951,10.530204557240685,9.749928364409826,8.36380888451688,36979.52100661439,-1.1985877824663043,4,2,2
OnePlus Smartphones 38,OnePlus,smartphones,32892.43,36260.33,4.3,5482,https://example.com/product/38,9.29,23572.6,7475.552272727274,10.401028220762921,10.067882720796627,8.609407675404048,37356.41818616137,13.571475826387314,2,1,2
Vivo Tablets 39,Vivo,tablets,33708.74,43378.27,4.7,2206,https://example.com/product/39,22.29,10368.2,7022.654166666666,10.425542095353508,9.246595152635354,7.699389406256737,36581.30353681238,8.521717325573084,6,2,4
Samsung Laptops 40,Samsung,laptops,33531.57,47002.4,4.0,4447,https://example.com/product/40,28.66,17788.0,8178.431707317074,10.420272484301092,9.78633556772527,8.400209835930418,37016.85499505657,10.394040586398349,5,0,4
Motorola Smartphones 41,Motorola,smartphones,13023.76,18538.17,3.8,844,https://example.com/product/41,29.75,3207.2,3339.425641025641,9.474607440348159,8.07346531118274,6.739336627357174,36160.943959399694,177.65364195439483,1,1,0
Realme Tablets 42,Realme,tablets,35046.39,48130.15,4.4,6652,https://example.com/product/42,27.18,29268.800000000003,7788.086666666666,10.464456424640147,10.284311546727842,8.802823159741887,37690.79218767766,7.5454338882768255,4,2,4
Oppo Laptops 43,Oppo,laptops,21652.37,30228.02,3.6,416,https://example.com/product/43,28.37,1497.6000000000001,5851.991891891891,9.98291637951577,7.31228661793021,6.0330862217988015,36060.58832002743,66.54337756110502,3,0,0
Xiaomi Smartphones 44,Xiaomi,smartphones,31209.91,37865.4,3.7,13560,https://example.com/product/44,17.58,50172.0,8213.134210526316,10.34852299216113,10.823232312381798,9.514953305087944,38917.83594114407,24.697046358493406,7,1,1
Vivo Smartphones 45,Vivo,smartphones,22378.08,28879.76,4.3,12680,https://example.com/product/45,22.51,54524.0,5085.927272727274,10.015881872888693,10.90641459106983,9.447860089234899,39173.30373627045,75.05212125557887,6,1,1
Vivo Laptops 46,Vivo,laptops,30586.37,32605.83,3.8,5386,https://example.com/product/46,6.19,20466.8,7842.658974358974,10.32834245763973,9.926608198526841,8.591743922680534,37174.10387593538,21.538135698794544,6,0,2
Xiaomi Laptops 47,Xiaomi,laptops,36418.76,42014.0,3.7,9716,https://example.com/product/47,13.32,35949.200000000004,9583.884210526316,10.502866763474055,10.489889926416055,9.181632207839439,38082.93994929584,4.569567852655713,7,0,1
Vivo Laptops 48,Vivo,laptops,37457.11,44801.67,4.5,11658,https://example.com/product/48,16.39,52461.0,8142.85,10.530978520907837,10.867844376979322,9.36383369293329,39052.20307879212,4.258452077034552,6,0,1
Samsung Smartphones 49,Samsung,smartphones,89089.76,95362.21,4.4,6445,https://example.com/product/49,6.58,28358.000000000004,19797.724444444444,11.397410904377596,10.252699719093494,8.771215062375383,37637.327098568945,-57.75347570970115,5,1,3
Samsung Tablets 50,Samsung,tablets,64734.12,83042.71,4.7,8415,https://example.com/product/50,22.05,39550.5,13486.275000000001,11.078059146202314,10.585358899151696,9.03788993497749,38294.3407237877,-40.84365289311464,5,2,1
Vivo Tablets 51,Vivo,tablets,36374.49,38553.11,3.9,7218,https://example.com/product/51,5.65,28150.2,9093.6225,10.501650475173442,10.245345261433679,8.88447171813916,37625.128980961585,3.4382309716550985,6,2,2
Apple Laptops 52,Apple,laptops,50883.73,62005.78,4.8,3873,https://example.com/product/52,17.94,18590.399999999998,10384.434693877552,10.837318157529612,9.830454387185965,8.262042843966942,37063.956869783004,-27.159512736619345,0,0,2
Samsung Laptops 53,Samsung,laptops,59962.93,72657.62,3.5,4033,https://example.com/product/53,17.47,14115.5,16656.369444444445,11.001498493764437,9.555099604966951,8.302513718514158,36801.274692298844,-38.626623661820986,5,0,2
Realme Smartphones 54,Realme,smartphones,31203.64,35166.97,4.5,3905,https://example.com/product/54,11.27,17572.5,6783.400000000001,10.348322080688874,9.774147364530073,8.270269111436624,37004.204877903605,18.589385334222563,4,1,2
Motorola Smartphones 55,Motorola,smartphones,24033.89,27616.4,4.6,14116,https://example.com/product/55,12.97,64933.6,5113.593617021277,10.08726180365855,11.081135888519057,9.5551350238842,39784.36016093672,65.53441894315368,1,1,1
OnePlus Laptops 56,OnePlus,laptops,76568.0,94204.95,4.2,1231,https://example.com/product/56,18.72,5170.2,17806.511627906977,11.24594757407674,8.550860048886722,7.116394144093465,36276.17449290914,-52.6222775925855,2,0,3
OnePlus Smartphones 57,OnePlus,smartphones,72770.84,80675.62,4.6,2617,https://example.com/product/57,9.8,12038.199999999999,15483.157446808513,11.195084346166446,9.395923271472508,7.870165946469845,36679.334607092955,-49.596109365931525,2,1,3
Motorola Laptops 58,Motorola,laptops,37327.66,41700.48,4.1,5185,https://example.com/product/58,10.49,21258.499999999996,8887.538095238098,10.527516675202202,9.96455913327507,8.55371796609861,37220.577647397135,-0.2868713243821577,1,0,2
Oppo Laptops 59,Oppo,laptops,7541.09,9304.88,4.6,3031,https://example.com/product/59,18.96,13942.599999999999,1604.4872340425534,8.928254610921327,9.542775900615137,8.016977746762262,36791.125247956625,387.87542978477416,3,0,4
Realme Laptops 60,Realme,laptops,11913.66,14552.48,3.8,5282,https://example.com/product/60,18.13,20071.6,3054.7846153846153,9.385524853666194,9.907110979986895,8.572249397164315,37150.9051460103,211.83452562865062,4,0,4
Oppo Laptops 61,Oppo,laptops,15512.61,20881.69,3.8,8269,https://example.com/product/61,25.71,31422.199999999997,3977.5923076923077,9.649472982150334,10.355301752581653,9.020389788017736,37817.19943722388,143.78360209677078,3,0,4
OnePlus Smartphones 62,OnePlus,smartphones,75730.48,86046.63,4.6,480,https://example.com/product/62,11.99,2208.0,16112.868085106384,11.234949205030597,7.700295203420117,6.175867270105761,36102.28968070247,-52.32792703716855,2,1,3
Vivo Tablets 63,Vivo,tablets,37750.31,40781.92,4.5,1257,https://example.com/product/63,7.43,5656.5,8206.589130434782,10.538775456061826,8.640737377507692,7.1372784372603855,36304.72090576987,-3.8293436377876815,6,2,2
Xiaomi Tablets 64,Xiaomi,tablets,19312.05,27386.91,4.4,9960,https://example.com/product/64,29.48,43824.0,4291.566666666667,9.868536312198984,10.687959709789435,9.206432747145165,38545.20047159851,99.59144923298413,7,2,4
Oppo Laptops 65,Oppo,laptops,11773.73,16069.88,4.2,2449,https://example.com/product/65,26.73,10285.800000000001,2738.0767441860467,9.373710988685417,9.23861679892784,7.803843303538772,36576.466554662016,210.66167267859902,3,0,4
Xiaomi Smartphones 66,Xiaomi,smartphones,11206.14,14295.88,3.6,4359,https://example.com/product/66,21.61,15692.4,3028.686486486486,9.324306354166382,9.660995520785441,8.38022733634308,36893.84067716437,229.22880382686967,7,1,4
Apple Tablets 67,Apple,tablets,51642.41,54651.58,3.8,694,https://example.com/product/67,5.51,2637.2,13241.643589743591,10.852117876862533,7.87785214541482,6.543911845564792,36127.48425277698,-30.042993243775847,0,2,0
Samsung Tablets 68,Samsung,tablets,26795.75,36623.02,4.6,7060,https://example.com/product/68,26.83,32475.999999999996,5701.22340425532,10.196035890488593,10.388287425477728,8.862341963516347,37879.05880360811,41.36218916659586,5,2,4
Xiaomi Smartphones 69,Xiaomi,smartphones,25512.15,27857.74,4.3,4441,https://example.com/product/69,8.42,19096.3,5798.21590909091,10.146949284500556,9.857302242785732,8.398860004454372,37093.65382694165,45.39603219227563,7,1,2
Vivo Smartphones 70,Vivo,smartphones,32467.51,43348.07,3.6,256,https://example.com/product/70,25.1,921.6,8775.002702702703,10.388025975531509,6.82719577112372,5.54907608489522,36026.776405966586,10.962548116460386,6,1,0
Vivo Smartphones 71,Vivo,smartphones,13374.44,15434.88,4.0,521,https://example.com/product/71,13.35,2084.0,3262.0585365853663,9.501175468419369,7.642524134232902,6.257667587882639,36095.01072698104,169.88053875138723,6,1,0
Motorola Tablets 72,Motorola,tablets,32840.05,41886.96,4.0,17525,https://example.com/product/72,21.6,70100.0,8009.768292682928,10.399434536258644,11.157692338256169,9.771440771615795,40087.63424566579,22.069345953084067,1,2,1
Realme Smartphones 73,Realme,smartphones,20098.32,21229.6,4.6,6353,https://example.com/product/73,5.33,29223.8,4276.238297872341,9.90844126262912,10.282772942860907,8.756839814829462,37688.15063189166,87.5189101969302,4,1,2
Vivo Laptops 74,Vivo,laptops,16419.44,21672.94,3.7,2904,https://example.com/product/74,24.24,10744.800000000001,4320.905263157894,9.706282179236922,9.28227025953917,7.974188669286011,36603.41042367924,122.92727659213251,6,0,4
OnePlus Tablets 75,OnePlus,tablets,22971.16,28083.21,4.1,27595,https://example.com/product/75,18.2,113139.49999999999,5469.32380952381,10.042038326960803,11.636385688190899,10.225426113666,42614.106251259065,85.51133791788949,2,2,1
Realme Laptops 76,Realme,laptops,30999.69,37518.33,3.5,12477,https://example.com/product/76,17.37,43669.5,8611.025,10.341764741284093,10.684428095921733,9.431722372670732,38536.13113006656,24.31134353300489,4,0,1
Realme Laptops 77,Realme,laptops,34415.68,39877.21,4.0,557,https://example.com/product/77,13.7,2228.0,8394.068292682927,10.446296609564296,7.709308333385869,6.324358962381311,36103.46370549625,4.904112618132929,4,0,0
Samsung Tablets 78,Samsung,tablets,15205.04,20997.41,3.9,8140,https://example.com/product/78,27.59,31746.0,3801.26,9.629447996325498,10.36555351166757,9.004668301573977,37836.206898635166,148.83990373346708,5,2,4
Vivo Smartphones 79,Vivo,smartphones,31741.69,37041.77,4.1,1964,https://example.com/product/79,14.31,8052.4,7557.545238095239,10.365417741591937,8.993849641492073,7.583247524303362,36445.363205940674,14.818597264167959,6,1,2
Vivo Tablets 80,Vivo,tablets,12333.47,13748.15,4.8,3753,https://example.com/product/80,10.29,18014.399999999998,2517.034693877551,9.420153060873742,9.798982226654818,8.230577217146454,37030.14495572216,200.2410915640299,6,2,4
Samsung Tablets 81,Samsung,tablets,50446.98,61123.97,4.5,15198,https://example.com/product/81,17.47,68391.0,10966.734782608697,10.828697985336936,11.13301113770607,9.628984915196462,39987.313827037346,-20.73397886843307,5,2,1
Apple Tablets 82,Apple,tablets,36377.72,41836.11,4.2,596,https://example.com/product/82,13.05,2503.2000000000003,8459.93488372093,10.50173926728601,7.825724601234848,6.391917113392602,36119.61828665866,-0.7095049204330031,0,2,0
OnePlus Laptops 83,OnePlus,laptops,49752.66,61883.51,3.6,3769,https://example.com/product/83,19.6,13568.4,13446.664864864864,10.814839307719954,9.515572536670849,8.234830280442056,36769.15924406501,-26.096093668026977,2,0,2
Motorola Tablets 84,Motorola,tablets,7779.49,10693.71,4.7,5070,https://example.com/product/84,27.25,23829.0,1620.7270833333334,8.959374597194296,10.078700570092789,8.531293315795018,37371.469184017624,380.38456484959335,1,2,4
Xiaomi Smartphones 85,Xiaomi,smartphones,35879.76,41420.06,3.5,3502,https://example.com/product/85,13.38,12257.0,9966.6,10.487956497665238,9.413934064045677,8.161375023197486,36692.1784383369,2.2642805814110774,7,1,2
Realme Smartphones 86,Realme,smartphones,12829.48,17464.16,4.7,1245,https://example.com/product/86,26.54,5851.5,2672.8083333333334,9.459578869224746,8.674624199365066,7.1276936993473985,36316.167647509224,183.06811848577826,4,1,4
Oppo Laptops 87,Oppo,laptops,24568.33,34252.3,4.5,380,https://example.com/product/87,28.27,1710.0,5340.941304347827,10.109254196116149,7.444833273892193,5.942799375126701,36073.05646333737,46.827466349309745,3,0,0
Samsung Smartphones 88,Samsung,smartphones,51540.26,60975.5,3.5,7935,https://example.com/product/88,15.47,27772.5,14316.738888888889,10.850137930938963,10.231837607648947,8.979164648964709,37602.957522731056,-27.04158356451625,5,1,2
Oppo Laptops 89,Oppo,laptops,18032.33,25375.37,4.3,5746,https://example.com/product/89,28.94,24707.8,4098.256818181819,9.799976991323563,10.114914734468737,8.656433258507741,37423.05583345629,107.5331132108623,3,0,4
Oppo Tablets 90,Oppo,tablets,30969.63,33979.16,3.9,7652,https://example.com/product/90,8.86,29842.8,7742.4075,10.340794615027058,10.303732392054407,8.942853006809921,37724.48669925913,21.811228288032908,3,2,2
Apple Tablets 91,Apple,tablets,55330.65,60458.74,3.5,31,https://example.com/product/91,8.48,108.5,15369.625,10.921100356521075,4.695924549256556,3.4657359027997265,35979.04642797549,-34.974473591082905,0,2,0
Motorola Laptops 92,Motorola,laptops,7481.03,10245.0,4.4,127,https://example.com/product/92,26.98,558.8000000000001,1662.451111111111,8.920259424523149,6.327579577081353,4.852030263919617,36005.479596207435,381.2904051475189,1,0,0
Apple Smartphones 93,Apple,smartphones,58356.61,71997.31,4.0,11350,https://example.com/product/93,18.95,45400.0,14233.319512195123,10.974345049090804,10.723289410218579,9.337061124755339,38637.71362534832,-33.79033904582819,0,1,1
Apple Smartphones 94,Apple,smartphones,134937.64,148606.53,3.7,900,https://example.com/product/94,9.2,3330.0,35509.905263157896,11.812575435577196,8.11102783819368,6.803505257608338,36168.15247163349,-73.19639466672643,0,1,3
Samsung Smartphones 95,Samsung,smartphones,55428.58,64354.69,4.2,1703,https://example.com/product/95,13.87,7152.6,12890.367441860466,10.922868665260843,8.875371005479716,7.440733707389261,36392.54383046854,-34.34335891255281,5,1,2
Xiaomi Smartphones 96,Xiaomi,smartphones,13638.04,14550.52,4.8,3103,https://example.com/product/96,6.27,14894.4,2783.2734693877555,9.520691547688907,9.608807719436014,8.04044688130311,36846.99708789258,170.17809808368781,7,1,4
Apple Tablets 97,Apple,tablets,107189.01,148720.68,4.3,1435,https://example.com/product/97,27.93,6170.5,24361.138636363637,11.582358332977845,8.727697199183984,7.269616749608169,36334.893342970005,-66.10203476739825,0,2,3
Vivo Laptops 98,Vivo,laptops,32800.97,38352.7,4.4,1458,https://example.com/product/98,14.48,6415.200000000001,7289.104444444445,10.398243853544257,8.766581321130337,7.285506548522785,36349.25753632189,10.81762989424365,6,0,2
Samsung Tablets 99,Samsung,tablets,51606.21,72661.28,3.9,17826,https://example.com/product/99,28.98,69521.4,12901.5525,10.851416670390682,11.149404281782974,9.788469440951861,40053.669708381756,-22.385949852969716,5,2,1
Oppo Smartphones 100,Oppo,smartphones,10198.76,12599.45,4.4,988,https://example.com/product/100,19.05,4347.200000000001,2266.391111111111,9.230119469583776,8.377517245343292,6.8966943316227125,36227.86337264511,255.2183145073039,3,1,0
Xiaomi Smartphones 101,Xiaomi,smartphones,18398.2,23871.19,4.3,4628,https://example.com/product/101,22.93,19900.399999999998,4181.409090909092,9.820062464391,9.898545359996808,8.44009614103127,37140.85549377555,101.87222387937705,7,1,4
OnePlus Smartphones 102,OnePlus,smartphones,88353.11,97972.16,4.3,5915,https://example.com/product/102,9.82,25434.5,20080.252272727274,11.38910799619046,10.143901115015291,8.68541582383069,37465.71402433826,-57.595477935821094,2,1,3
Samsung Tablets 103,Samsung,tablets,49297.34,57105.77,4.1,4511,https://example.com/product/103,13.67,18495.1,11737.461904761905,10.805645688064292,9.825315178031882,8.414495793177895,37058.36264164065,-24.826851425166854,5,2,2
Motorola Laptops 104,Motorola,laptops,20758.71,25720.66,3.9,2688,https://example.com/product/104,19.29,10483.199999999999,5189.6775,9.940769368010772,9.257624640949626,7.896924656268864,36588.05417937662,76.25398774479059,1,0,2
OnePlus Laptops 105,OnePlus,laptops,30580.2,42971.86,4.1,7055,https://example.com/product/105,28.84,28925.499999999996,7281.000000000002,10.328140720047339,10.27251340897139,8.861633597686627,37670.640052092436,23.186375668218112,2,0,4
Realme Tablets 106,Realme,tablets,28905.05,33629.4,3.6,2940,https://example.com/product/106,14.05,10584.0,7812.175675675675,10.271806194751981,9.267193183568965,7.9865049385539955,36593.971264337255,26.600615685969252,4,2,2
Vivo Laptops 107,Vivo,laptops,11618.52,14159.72,4.4,4691,https://example.com/product/107,17.95,20640.4,2581.8933333333334,9.360441721463198,9.93505404675255,8.453614209773367,37184.29441114538,220.04329648823932,6,0,4
Motorola Smartphones 108,Motorola,smartphones,10961.68,14471.68,4.0,363,https://example.com/product/108,24.25,1452.0,2673.5804878048784,9.302252056157952,7.2813856635702825,5.8971538676367405,36057.91154349761,228.94512103525747,1,1,0
OnePlus Laptops 109,OnePlus,laptops,67706.87,72203.94,3.6,611,https://example.com/product/109,6.23,2199.6,18299.15405405405,11.122957700297691,7.696485329435812,6.416732282512326,36101.79659028909,-46.679271113420114,2,0,3
Oppo Smartphones 110,Oppo,smartphones,10310.0,14525.34,3.6,2583,https://example.com/product/110,29.02,9298.800000000001,2786.4864864864862,9.240966565517944,9.13774817353376,7.857093864902493,36518.528431089006,254.2049314363628,3,1,4
OnePlus Smartphones 111,OnePlus,smartphones,72277.76,99687.52,3.9,4361,https://example.com/product/111,27.5,17007.899999999998,18069.44,11.188285589052644,9.741492015456407,8.380685946761574,36971.06215797521,-48.848633164648135,2,1,3
Vivo Laptops 112,Vivo,laptops,28740.38,35471.95,4.5,5729,https://example.com/product/112,18.98,25780.5,6247.908695652174,10.266093175181712,10.157412459439772,8.653470809708786,37486.02465327064,30.429815657519615,6,0,4
OnePlus Laptops 113,OnePlus,laptops,30129.24,37928.93,4.3,1132,https://example.com/product/113,20.56,4867.599999999999,6847.554545454546,10.31328459757553,8.49056170041532,7.0326242610280065,36258.411497779256,20.34293429830707,2,0,0
Apple Tablets 114,Apple,tablets,129349.84,139906.3,3.9,1899,https://example.com/product/114,7.55,7406.099999999999,32337.46,11.770283681601594,8.910194278664695,7.549609165154532,36407.424594729695,-71.85352174016629,0,2,3
Oppo Laptops 115,Oppo,laptops,39826.33,44991.76,4.8,2852,https://example.com/product/115,11.48,13689.6,8127.822448979593,10.592308639030433,9.524464744933487,7.9561263512135,36776.27383431531,-7.6583912343534815,3,0,2
Xiaomi Laptops 116,Xiaomi,laptops,37883.55,44685.89,3.8,6841,https://example.com/product/116,15.22,25995.8,9713.73076923077,10.542298656242929,10.165728732505956,8.830835365537549,37498.663030175674,-1.0159738721010276,7,0,2
Oppo Tablets 117,Oppo,tablets,17204.43,20207.22,4.7,17970,https://example.com/product/117,14.86,84459.0,3584.2562500000004,9.752980310653937,11.344033328487935,9.796514626532023,40930.52534635966,137.9068957609154,3,2,1
Samsung Tablets 118,Samsung,tablets,36032.31,46716.68,4.3,13367,https://example.com/product/118,22.87,57478.1,8189.1613636363645,10.492199067410414,10.959176682450337,9.50061907027523,39346.71306843562,9.198419608500332,5,2,1
Oppo Smartphones 119,Oppo,smartphones,23103.91,29981.77,4.4,17897,https://example.com/product/119,22.94,78746.8,5134.202222222222,10.047800428036014,11.274005619789712,9.792444253742804,40595.212125008344,75.70710812589013,3,1,1
Oppo Laptops 120,Oppo,laptops,21975.34,23196.01,4.4,233,https://example.com/product/120,5.26,1025.2,4883.408888888889,9.997721699078799,6.933617938507864,5.455321115357702,36032.85785439837,63.96951243711527,3,0,0
Samsung Tablets 121,Samsung,tablets,27431.95,31226.29,3.8,4639,https://example.com/product/121,12.15,17628.2,7033.833333333334,10.219500124630894,9.777311897164381,8.442469645220301,37007.47453695428,34.906466864201334,5,2,2
Motorola Tablets 122,Motorola,tablets,31080.0,35533.4,3.5,2473,https://example.com/product/122,12.53,8655.5,8633.333333333334,10.344351978996153,9.06606576281913,7.813591552952433,36480.765923597086,17.37698173615536,1,2,2
OnePlus Smartphones 123,OnePlus,smartphones,67107.38,88393.27,4.2,991,https://example.com/product/123,24.08,4162.2,15606.367441860466,11.114064203388416,8.334039288318186,6.899723107284872,36217.003643302654,-46.03126564723187,2,1,3
